product_id,date,store_id,current_stock,daily_demand,lead_time_days,supplier_reliability_score,promotion_active,weather_impact,stockout_risk
P2843,2029-01-17,S6,234,58,9,76,No,Low,No
P2844,2029-01-18,S12,415,81,1,71,No,High,No
P2845,2029-01-19,S5,425,117,9,65,Yes,Low,No
P2846,2029-01-20,S2,498,105,3,78,No,Medium,No
P2847,2029-01-21,S16,461,47,11,88,Yes,Medium,No
P2848,2029-01-22,S5,121,43,12,65,No,High,No
P2849,2029-01-23,S15,137,65,10,84,Yes,Low,No
P2850,2029-01-24,S12,494,46,9,83,No,High,No
P2851,2029-01-25,S4,114,85,1,84,No,High,No
P2852,2029-01-26,S15,419,83,1,75,Yes,Low,No
P2853,2029-01-27,S11,161,22,9,75,No,High,No
P2854,2029-01-28,S16,200,27,11,65,Yes,Low,No
P2855,2029-01-29,S6,233,58,14,96,No,Low,No
P2856,2029-01-30,S14,27,119,6,80,No,Medium,No
P2857,2029-01-31,S18,10,34,4,63,Yes,High,No
P2858,2029-02-01,S12,205,102,7,93,No,Medium,No
P2859,2029-02-02,S11,166,62,5,87,Yes,High,No
P2860,2029-02-03,S13,246,72,10,97,No,High,No
P2861,2029-02-04,S11,46,71,14,87,No,Medium,No
P2862,2029-02-05,S16,245,75,7,76,Yes,Medium,No
P2863,2029-02-06,S15,126,22,8,73,No,Medium,No
P2864,2029-02-07,S15,146,110,8,66,No,Low,No
P2865,2029-02-08,S4,117,11,1,81,No,High,Yes
P2866,2029-02-09,S11,398,44,8,60,Yes,Low,No
P2867,2029-02-10,S19,381,74,6,88,No,High,Yes
P2868,2029-02-11,S15,411,90,4,90,Yes,High,No
P2869,2029-02-12,S4,151,69,13,89,No,Low,No
P2870,2029-02-13,S13,71,72,14,74,Yes,Low,No
P2871,2029-02-14,S19,362,114,12,77,No,High,Yes
P2872,2029-02-15,S2,136,53,8,94,Yes,Medium,No
P2873,2029-02-16,S14,174,56,3,89,No,Medium,No
P2874,2029-02-17,S4,288,118,13,93,No,Medium,Yes
P2875,2029-02-18,S16,445,111,4,70,No,Medium,No
P2876,2029-02-19,S20,480,33,6,86,No,High,Yes
P2877,2029-02-20,S14,18,25,11,83,No,Medium,No
P2878,2029-02-21,S15,194,94,7,94,No,Medium,No
P2879,2029-02-22,S3,329,82,4,98,No,Medium,No
P2880,2029-02-23,S8,423,13,4,67,No,High,No
P2881,2029-02-24,S16,174,51,7,77,No,Low,No
P2882,2029-02-25,S10,489,80,6,72,No,Medium,No
P2883,2029-02-26,S4,448,46,13,83,Yes,High,No
P2884,2029-02-27,S18,412,55,11,82,No,High,Yes
P2885,2029-02-28,S2,433,60,8,71,Yes,Medium,No
P2886,2029-03-01,S17,353,55,1,89,No,Low,No
P2887,2029-03-02,S13,498,74,10,90,No,Low,Yes
P2888,2029-03-03,S4,140,24,13,87,No,Low,Yes
P2889,2029-03-04,S11,245,92,11,81,Yes,High,Yes
P2890,2029-03-05,S7,384,31,7,87,Yes,Medium,No
P2891,2029-03-06,S12,417,42,12,72,No,Medium,No
P2892,2029-03-07,S10,92,76,7,84,No,High,No
P2893,2029-03-08,S7,431,69,11,66,No,Medium,No
P2894,2029-03-09,S13,238,58,7,65,No,Medium,No
P2895,2029-03-10,S7,204,117,7,83,No,Low,No
P2896,2029-03-11,S17,47,117,10,78,Yes,Medium,No
P2897,2029-03-12,S10,432,28,14,78,No,Medium,No
P2898,2029-03-13,S10,244,51,10,95,Yes,High,No
P2899,2029-03-14,S4,319,75,8,68,No,High,No
P2900,2029-03-15,S20,316,87,9,95,Yes,Low,Yes
P2901,2029-03-16,S4,412,90,9,97,No,High,No
P2902,2029-03-17,S7,294,67,2,99,Yes,Low,No
P2903,2029-03-18,S1,127,61,13,88,No,Low,No
P2904,2029-03-19,S12,343,59,13,83,Yes,Medium,No
P2905,2029-03-20,S13,281,64,7,64,No,Low,No
P2906,2029-03-21,S10,16,103,7,85,No,Medium,No
P2907,2029-03-22,S15,70,66,4,73,Yes,Low,No
P2908,2029-03-23,S13,268,34,9,98,No,High,No
P2909,2029-03-24,S9,324,97,8,88,No,High,No
P2910,2029-03-25,S9,281,26,12,65,Yes,High,No
P2911,2029-03-26,S15,304,79,1,66,Yes,Low,No
P2912,2029-03-27,S10,450,88,2,96,No,Low,No
P2913,2029-03-28,S10,6,33,13,77,Yes,Medium,Yes
P2914,2029-03-29,S8,313,119,13,82,Yes,Medium,Yes
P2915,2029-03-30,S16,304,45,2,97,Yes,Medium,No
P2916,2029-03-31,S17,102,46,12,60,No,Medium,Yes
P2917,2029-04-01,S5,308,102,12,63,No,Low,No
P2918,2029-04-02,S4,192,69,11,94,Yes,Low,No
P2919,2029-04-03,S18,240,35,8,82,No,Medium,No
P2920,2029-04-04,S19,61,34,1,86,No,Low,Yes
P2921,2029-04-05,S4,16,116,4,85,Yes,Low,No
P2922,2029-04-06,S7,170,22,10,67,Yes,Low,No
P2923,2029-04-07,S10,24,21,12,75,No,Low,No
P2924,2029-04-08,S18,250,42,5,62,No,Medium,No
P2925,2029-04-09,S19,252,18,9,91,Yes,Medium,No
P2926,2029-04-10,S4,386,91,7,64,No,Low,No
P2927,2029-04-11,S10,206,93,8,79,No,High,No
P2928,2029-04-12,S1,28,83,14,73,Yes,Medium,No
P2929,2029-04-13,S18,116,114,11,91,No,Medium,No
P2930,2029-04-14,S5,490,60,9,85,No,High,Yes
P2931,2029-04-15,S15,415,26,13,65,No,Medium,No
P2932,2029-04-16,S17,281,71,7,95,No,High,Yes
P2933,2029-04-17,S3,379,60,5,99,Yes,High,No
P2934,2029-04-18,S12,143,23,13,64,No,Low,No
P2935,2029-04-19,S2,24,61,5,72,No,Medium,Yes
P2936,2029-04-20,S1,309,48,10,91,No,High,No
P2937,2029-04-21,S17,155,102,11,75,Yes,Low,No
P2938,2029-04-22,S16,72,39,6,60,No,Medium,No
P2939,2029-04-23,S5,119,118,5,72,Yes,Low,Yes
P2940,2029-04-24,S15,311,5,13,70,Yes,Low,No
P2941,2029-04-25,S3,320,56,12,67,Yes,High,Yes
P2942,2029-04-26,S7,92,89,11,84,No,Medium,No
P2943,2029-04-27,S11,85,97,9,99,Yes,Low,No
P2944,2029-04-28,S10,335,74,3,91,No,High,Yes
P2945,2029-04-29,S9,424,41,3,83,Yes,High,Yes
P2946,2029-04-30,S14,498,69,7,87,Yes,Low,No
P2947,2029-05-01,S13,363,55,7,73,Yes,Low,No
P2948,2029-05-02,S2,434,5,6,62,Yes,High,No
P2949,2029-05-03,S3,117,95,3,95,No,Low,Yes
P2950,2029-05-04,S7,232,25,14,86,No,Low,No
P2951,2029-05-05,S18,198,57,13,79,No,Medium,Yes
P2952,2029-05-06,S3,205,20,7,74,No,High,No
P2953,2029-05-07,S10,412,112,5,86,No,Low,No
P2954,2029-05-08,S7,338,65,7,87,No,High,No
P2955,2029-05-09,S9,146,58,2,84,Yes,Medium,Yes
P2956,2029-05-10,S17,449,44,6,92,No,High,No
P2957,2029-05-11,S11,424,30,14,73,No,High,No
P2958,2029-05-12,S7,428,84,8,67,Yes,High,No
P2959,2029-05-13,S14,270,96,1,73,Yes,Medium,No
P2960,2029-05-14,S19,386,69,4,60,Yes,Medium,No
P2961,2029-05-15,S4,138,104,11,75,No,High,No
P2962,2029-05-16,S6,180,78,1,77,No,High,Yes
P2963,2029-05-17,S10,429,68,14,66,No,Medium,No
P2964,2029-05-18,S7,29,47,1,74,No,Low,Yes
P2965,2029-05-19,S13,56,21,10,83,No,Medium,No
P2966,2029-05-20,S14,231,63,12,72,No,High,No
P2967,2029-05-21,S4,145,27,14,68,Yes,Low,No
P2968,2029-05-22,S8,434,11,14,74,No,Low,No
P2969,2029-05-23,S5,383,48,11,94,No,Low,No
P2970,2029-05-24,S1,47,57,8,83,No,Medium,Yes
P2971,2029-05-25,S4,193,75,7,92,No,Medium,No
P2972,2029-05-26,S3,223,112,12,75,No,Medium,No
P2973,2029-05-27,S9,135,83,10,67,Yes,Medium,No
P2974,2029-05-28,S8,21,38,13,88,No,High,Yes
P2975,2029-05-29,S1,5,50,1,82,No,Low,No
P2976,2029-05-30,S6,203,113,11,90,No,High,No
P2977,2029-05-31,S9,238,72,14,99,Yes,Medium,No
P2978,2029-06-01,S7,184,82,13,73,Yes,Medium,No
P2979,2029-06-02,S4,359,82,2,89,No,High,Yes
P2980,2029-06-03,S13,291,20,4,98,Yes,Low,No
P2981,2029-06-04,S17,334,75,1,86,Yes,Low,No
P2982,2029-06-05,S2,219,100,3,75,No,Medium,Yes
P2983,2029-06-06,S5,115,23,8,65,No,Medium,Yes
P2984,2029-06-07,S12,312,6,8,92,Yes,Medium,No
P2985,2029-06-08,S8,48,14,8,77,No,Medium,No
P2986,2029-06-09,S6,172,54,6,75,No,Low,No
P2987,2029-06-10,S8,81,85,6,71,Yes,High,No
P2988,2029-06-11,S18,321,105,5,79,No,Low,Yes
P2989,2029-06-12,S3,332,16,13,99,No,High,No
P2990,2029-06-13,S12,44,74,9,88,No,Medium,No
P2991,2029-06-14,S3,334,26,4,89,No,Medium,No
P2992,2029-06-15,S6,19,36,10,85,No,High,No
P2993,2029-06-16,S2,447,109,12,81,No,Medium,No
P2994,2029-06-17,S12,220,88,12,92,Yes,Low,No
P2995,2029-06-18,S2,122,5,12,98,No,Medium,No
P2996,2029-06-19,S6,233,58,7,88,No,Medium,No
P2997,2029-06-20,S17,220,115,1,81,No,Medium,No
P2998,2029-06-21,S3,322,62,9,72,No,Medium,No
P2999,2029-06-22,S2,338,74,7,68,Yes,Low,No
P3000,2029-06-23,S20,2,87,10,83,No,High,No
P3001,2029-06-24,S8,181,22,12,74,No,Medium,No
P3002,2029-06-25,S12,205,10,9,95,No,Medium,No
P3003,2029-06-26,S4,319,49,7,72,Yes,Low,Yes
P3004,2029-06-27,S5,39,101,2,86,No,Low,No
P3005,2029-06-28,S13,58,27,6,96,No,Low,Yes
P3006,2029-06-29,S15,438,27,10,66,No,Medium,No
P3007,2029-06-30,S16,61,30,12,67,No,High,No
P3008,2029-07-01,S10,131,81,11,96,No,Low,No
P3009,2029-07-02,S16,59,11,4,73,No,Low,Yes
P3010,2029-07-03,S12,371,83,3,71,No,Low,Yes
P3011,2029-07-04,S17,330,48,2,95,No,High,No
P3012,2029-07-05,S16,121,31,6,99,No,Medium,No
P3013,2029-07-06,S12,478,30,8,76,No,Medium,No
P3014,2029-07-07,S8,106,101,6,99,No,Medium,Yes
P3015,2029-07-08,S20,95,83,9,88,No,Low,No
P3016,2029-07-09,S3,346,40,14,86,Yes,Medium,No
P3017,2029-07-10,S16,413,113,5,60,No,Low,No
P3018,2029-07-11,S13,234,59,2,93,No,High,No
P3019,2029-07-12,S19,385,68,8,63,No,High,No
P3020,2029-07-13,S8,61,95,9,83,Yes,Medium,No
P3021,2029-07-14,S5,255,61,14,80,Yes,Low,No
P3022,2029-07-15,S20,48,73,10,92,Yes,Low,No
P3023,2029-07-16,S8,392,65,4,66,Yes,Medium,No
P3024,2029-07-17,S12,347,6,6,60,No,High,No
P3025,2029-07-18,S1,158,59,11,62,Yes,High,No
P3026,2029-07-19,S20,123,101,10,74,Yes,High,No
P3027,2029-07-20,S6,481,84,8,90,Yes,High,No
P3028,2029-07-21,S18,316,91,9,75,No,High,Yes
P3029,2029-07-22,S8,206,42,12,69,No,Medium,No
P3030,2029-07-23,S7,47,84,5,88,Yes,Medium,No
P3031,2029-07-24,S1,408,82,12,65,No,Medium,No
P3032,2029-07-25,S16,419,33,6,88,No,High,Yes
P3033,2029-07-26,S12,135,30,11,76,Yes,High,No
P3034,2029-07-27,S6,200,39,4,81,No,Medium,No
P3035,2029-07-28,S20,249,83,5,83,Yes,Medium,No
P3036,2029-07-29,S2,313,71,7,76,No,High,Yes
P3037,2029-07-30,S14,356,91,9,80,Yes,Low,No
P3038,2029-07-31,S4,367,33,10,70,No,Medium,Yes
P3039,2029-08-01,S1,428,38,11,66,Yes,High,No
P3040,2029-08-02,S18,317,101,13,98,No,High,No
P3041,2029-08-03,S13,294,45,6,64,No,Medium,Yes
P3042,2029-08-04,S2,479,45,14,80,Yes,Low,No
P3043,2029-08-05,S9,313,27,6,77,No,High,No
P3044,2029-08-06,S2,499,75,8,94,No,Medium,No
P3045,2029-08-07,S9,208,7,11,79,No,High,No
P3046,2029-08-08,S1,354,62,4,74,Yes,High,No
P3047,2029-08-09,S11,484,36,3,64,Yes,High,No
P3048,2029-08-10,S3,210,35,14,72,No,High,No
P3049,2029-08-11,S20,191,86,7,71,No,Low,No
P3050,2029-08-12,S4,43,47,5,80,No,Medium,No
P3051,2029-08-13,S18,28,11,2,96,Yes,Medium,No
P3052,2029-08-14,S6,58,109,2,65,Yes,Medium,No
P3053,2029-08-15,S3,70,5,11,66,No,Medium,Yes
P3054,2029-08-16,S11,91,65,6,85,No,Medium,No
P3055,2029-08-17,S15,264,18,8,67,No,Low,No
P3056,2029-08-18,S5,382,56,1,68,Yes,High,No
P3057,2029-08-19,S20,219,100,11,86,Yes,High,Yes
P3058,2029-08-20,S10,389,10,6,63,Yes,Medium,No
P3059,2029-08-21,S12,412,107,12,80,Yes,High,No
P3060,2029-08-22,S15,441,14,2,90,Yes,High,No
P3061,2029-08-23,S17,400,75,2,80,No,High,No
P3062,2029-08-24,S10,399,94,7,99,No,Medium,Yes
P3063,2029-08-25,S6,214,102,10,84,No,Medium,Yes
P3064,2029-08-26,S18,478,34,1,98,Yes,Low,No
P3065,2029-08-27,S13,386,104,6,74,Yes,Medium,No
P3066,2029-08-28,S3,276,25,14,94,No,Low,Yes
P3067,2029-08-29,S10,63,64,7,96,No,Medium,No
P3068,2029-08-30,S14,345,85,14,87,No,High,No
P3069,2029-08-31,S6,291,101,8,73,No,Low,No
P3070,2029-09-01,S3,489,78,7,63,No,Low,No
P3071,2029-09-02,S16,484,119,6,79,No,Low,No
P3072,2029-09-03,S7,244,67,9,93,Yes,Medium,No
P3073,2029-09-04,S20,469,115,13,71,No,Low,Yes
P3074,2029-09-05,S14,61,46,3,92,Yes,Medium,Yes
P3075,2029-09-06,S9,425,55,11,83,No,Low,No
P3076,2029-09-07,S15,331,68,6,79,No,Medium,No
P3077,2029-09-08,S3,169,80,4,64,No,Low,No
P3078,2029-09-09,S2,444,60,2,97,Yes,High,No
P3079,2029-09-10,S2,268,84,1,89,No,High,Yes
P3080,2029-09-11,S3,266,45,12,83,No,Low,Yes
P3081,2029-09-12,S18,53,36,12,99,No,Medium,No
P3082,2029-09-13,S14,15,19,14,66,No,Medium,No
P3083,2029-09-14,S20,7,66,1,95,No,Medium,No
P3084,2029-09-15,S18,103,31,11,97,Yes,High,No
P3085,2029-09-16,S10,58,32,10,75,No,High,No
P3086,2029-09-17,S2,312,85,3,74,Yes,High,No
P3087,2029-09-18,S1,39,68,4,82,Yes,Medium,No
P3088,2029-09-19,S4,236,114,2,71,No,Medium,Yes
P3089,2029-09-20,S14,442,63,13,88,No,Medium,Yes
P3090,2029-09-21,S1,385,118,12,74,Yes,Low,No
P3091,2029-09-22,S14,93,62,11,88,Yes,Low,No
P3092,2029-09-23,S16,221,6,11,80,Yes,Low,No
P3093,2029-09-24,S14,203,40,14,74,No,High,No
P3094,2029-09-25,S20,137,118,11,73,Yes,High,No
P3095,2029-09-26,S3,299,75,1,75,Yes,Medium,No
P3096,2029-09-27,S3,394,17,4,74,Yes,Low,No
P3097,2029-09-28,S9,206,19,7,63,No,Medium,Yes
P3098,2029-09-29,S6,335,93,10,86,No,Low,Yes
P3099,2029-09-30,S13,80,91,11,82,Yes,Low,No
P3100,2029-10-01,S2,217,64,6,88,No,Medium,No
P3101,2029-10-02,S8,1,26,6,68,Yes,Medium,Yes
P3102,2029-10-03,S2,177,67,11,66,No,Low,Yes
P3103,2029-10-04,S4,395,94,9,63,No,Low,No
P3104,2029-10-05,S15,370,101,14,64,Yes,High,No
P3105,2029-10-06,S4,345,79,2,64,Yes,Medium,No
P3106,2029-10-07,S13,278,78,4,70,No,Medium,Yes
P3107,2029-10-08,S12,145,29,5,87,Yes,Medium,No
P3108,2029-10-09,S13,317,105,1,75,No,Medium,No
P3109,2029-10-10,S14,223,52,8,89,No,Low,No
P3110,2029-10-11,S20,368,47,8,63,Yes,High,No
P3111,2029-10-12,S18,383,42,6,61,No,Medium,No
P3112,2029-10-13,S6,61,45,12,62,No,Low,No
P3113,2029-10-14,S11,293,49,5,80,No,Low,No
P3114,2029-10-15,S2,238,92,8,65,Yes,Low,No
P3115,2029-10-16,S19,194,44,3,77,No,Low,No
P3116,2029-10-17,S19,165,114,3,64,No,Low,No
P3117,2029-10-18,S5,450,101,2,68,No,Medium,No
P3118,2029-10-19,S19,221,21,5,79,No,Medium,No
P3119,2029-10-20,S2,60,92,3,87,Yes,High,No
P3120,2029-10-21,S10,128,105,3,85,No,Medium,No
P3121,2029-10-22,S2,477,61,6,77,No,Low,Yes
P3122,2029-10-23,S11,172,6,8,78,Yes,High,Yes
P3123,2029-10-24,S18,479,100,2,62,No,Low,No
P3124,2029-10-25,S15,155,66,4,68,Yes,Low,No
P3125,2029-10-26,S9,404,92,11,95,Yes,Medium,No
P3126,2029-10-27,S19,377,13,7,90,No,Low,No
P3127,2029-10-28,S9,109,72,1,76,Yes,Medium,No
P3128,2029-10-29,S3,268,85,1,82,Yes,Low,No
P3129,2029-10-30,S9,410,21,12,93,No,High,No
P3130,2029-10-31,S14,355,54,13,64,No,Low,Yes
P3131,2029-11-01,S19,390,116,10,74,No,Medium,No
P3132,2029-11-02,S7,277,98,7,62,No,Low,No
P3133,2029-11-03,S16,73,44,14,78,Yes,Medium,Yes
P3134,2029-11-04,S16,486,62,7,87,No,Medium,No
P3135,2029-11-05,S1,436,79,1,62,No,High,No
P3136,2029-11-06,S4,462,89,1,97,No,Medium,No
P3137,2029-11-07,S4,206,25,4,63,No,High,No
P3138,2029-11-08,S7,387,22,5,83,No,High,Yes
P3139,2029-11-09,S8,479,59,5,90,Yes,Low,Yes
P3140,2029-11-10,S17,278,33,4,70,No,High,No
P3141,2029-11-11,S5,374,28,8,96,No,Medium,Yes
P3142,2029-11-12,S7,325,78,7,60,Yes,Medium,Yes
P3143,2029-11-13,S20,471,113,9,68,Yes,High,No
P3144,2029-11-14,S20,339,21,7,76,No,Low,No
P3145,2029-11-15,S4,356,22,10,60,Yes,High,Yes
P3146,2029-11-16,S6,339,46,1,62,Yes,High,No
P3147,2029-11-17,S7,203,116,13,85,No,Medium,No
P3148,2029-11-18,S18,160,88,14,90,No,Low,No
P3149,2029-11-19,S5,27,105,7,85,No,Low,Yes
P3150,2029-11-20,S20,391,49,1,82,No,Low,No
P3151,2029-11-21,S3,256,86,7,89,No,Low,Yes
P3152,2029-11-22,S7,164,21,10,69,No,Medium,No
P3153,2029-11-23,S14,62,77,8,67,Yes,Low,No
P3154,2029-11-24,S7,21,18,11,84,No,Low,Yes
P3155,2029-11-25,S5,69,53,9,81,No,Low,No
P3156,2029-11-26,S5,380,33,12,74,Yes,Medium,No
P3157,2029-11-27,S2,404,99,3,69,Yes,Medium,No
P3158,2029-11-28,S6,95,8,4,79,No,Low,No
P3159,2029-11-29,S15,162,86,4,82,Yes,Medium,No
P3160,2029-11-30,S10,78,24,12,60,Yes,High,No
P3161,2029-12-01,S7,4,51,9,61,No,Low,Yes
P3162,2029-12-02,S5,315,111,13,78,No,Medium,No
P3163,2029-12-03,S1,119,112,7,73,No,Low,Yes
P3164,2029-12-04,S13,301,13,3,67,Yes,Low,No
P3165,2029-12-05,S18,177,81,10,97,Yes,Medium,No
P3166,2029-12-06,S13,175,83,5,71,No,High,Yes
P3167,2029-12-07,S18,389,31,7,85,Yes,Low,Yes
P3168,2029-12-08,S5,216,19,8,86,No,High,No
P3169,2029-12-09,S13,55,96,1,88,Yes,Medium,No
P3170,2029-12-10,S4,365,105,12,74,No,Low,No
P3171,2029-12-11,S17,186,23,2,60,No,Medium,No
P3172,2029-12-12,S3,231,94,7,87,Yes,Medium,No
P3173,2029-12-13,S17,254,56,11,62,No,Medium,No
P3174,2029-12-14,S11,412,30,13,77,Yes,Medium,No
P3175,2029-12-15,S20,454,93,14,93,Yes,Low,No
P3176,2029-12-16,S4,103,30,13,91,No,High,Yes
P3177,2029-12-17,S2,76,30,2,88,Yes,High,No
P3178,2029-12-18,S20,229,50,7,84,No,Low,Yes
P3179,2029-12-19,S16,401,96,9,85,Yes,Low,Yes
P3180,2029-12-20,S18,257,53,11,98,Yes,High,Yes
P3181,2029-12-21,S8,263,86,2,67,Yes,High,No
P3182,2029-12-22,S3,330,100,7,78,No,Low,No
P3183,2029-12-23,S9,480,57,4,81,No,Medium,Yes
P3184,2029-12-24,S20,181,7,11,88,Yes,Low,Yes
P3185,2029-12-25,S6,380,70,13,92,Yes,High,Yes
P3186,2029-12-26,S10,255,101,2,97,No,Medium,No
P3187,2029-12-27,S10,37,46,13,94,No,High,Yes
P3188,2029-12-28,S13,175,23,7,62,No,Medium,No
P3189,2029-12-29,S17,26,21,13,78,No,High,Yes
P3190,2029-12-30,S9,275,112,5,69,No,Medium,Yes
P3191,2029-12-31,S17,139,37,1,86,Yes,Low,Yes
P3192,2030-01-01,S9,298,80,5,74,Yes,Low,No
P3193,2030-01-02,S9,444,53,12,70,Yes,Medium,No
P3194,2030-01-03,S1,286,60,12,85,No,Medium,No
P3195,2030-01-04,S2,90,67,3,83,No,Low,No
P3196,2030-01-05,S16,479,7,7,72,No,Low,Yes
P3197,2030-01-06,S1,60,111,6,91,Yes,Medium,Yes
P3198,2030-01-07,S10,457,53,8,96,No,Medium,No
P3199,2030-01-08,S18,450,59,13,63,No,Low,No
P3200,2030-01-09,S8,364,30,5,72,No,High,No
P3201,2030-01-10,S11,346,103,2,68,Yes,Low,No
P3202,2030-01-11,S2,162,76,9,93,No,Medium,No
P3203,2030-01-12,S8,350,56,14,96,Yes,Medium,Yes
P3204,2030-01-13,S8,142,104,11,66,No,High,No
P3205,2030-01-14,S17,399,11,8,60,No,Low,No
P3206,2030-01-15,S15,252,50,6,71,Yes,Medium,Yes
P3207,2030-01-16,S17,268,50,13,80,No,Low,No
P3208,2030-01-17,S13,368,104,10,70,Yes,Medium,No
P3209,2030-01-18,S19,290,20,7,73,No,High,No
P3210,2030-01-19,S5,499,28,9,93,Yes,Low,No
P3211,2030-01-20,S12,458,65,7,93,No,Low,Yes
P3212,2030-01-21,S1,186,58,3,84,No,High,No
P3213,2030-01-22,S5,404,66,6,63,Yes,Medium,No
P3214,2030-01-23,S8,498,5,11,85,No,Medium,No
P3215,2030-01-24,S13,437,53,13,75,No,Low,Yes
P3216,2030-01-25,S8,458,29,11,69,Yes,High,No
P3217,2030-01-26,S11,413,14,7,61,No,Low,No
P3218,2030-01-27,S1,303,84,2,94,No,Low,No
P3219,2030-01-28,S13,290,20,3,78,No,Medium,No
P3220,2030-01-29,S19,85,62,4,65,No,Medium,Yes
P3221,2030-01-30,S3,165,76,10,78,No,Medium,No
P3222,2030-01-31,S17,414,33,6,67,No,Medium,No
P3223,2030-02-01,S5,461,107,1,73,No,Medium,No
P3224,2030-02-02,S20,407,96,9,69,No,High,Yes
P3225,2030-02-03,S8,113,10,5,62,Yes,Low,No
P3226,2030-02-04,S14,432,20,13,97,No,High,No
P3227,2030-02-05,S4,479,24,12,88,No,Low,No
P3228,2030-02-06,S11,355,84,14,74,No,Medium,Yes
P3229,2030-02-07,S20,415,75,7,82,No,High,No
P3230,2030-02-08,S15,182,109,9,82,Yes,Low,No
P3231,2030-02-09,S19,206,82,9,77,No,Medium,No
P3232,2030-02-10,S7,255,47,1,78,No,Medium,No
P3233,2030-02-11,S19,234,30,1,87,No,High,No
P3234,2030-02-12,S19,441,94,3,85,Yes,High,No
P3235,2030-02-13,S11,354,82,6,69,Yes,High,Yes
P3236,2030-02-14,S5,2,75,2,63,No,Medium,No
P3237,2030-02-15,S5,207,37,10,61,No,Low,No
P3238,2030-02-16,S8,196,30,12,62,Yes,Low,Yes
P3239,2030-02-17,S10,340,49,11,66,Yes,High,Yes
P3240,2030-02-18,S6,124,88,1,75,No,Low,Yes
P3241,2030-02-19,S15,137,67,1,90,Yes,Medium,No
P3242,2030-02-20,S16,338,71,13,69,Yes,Low,No
P3243,2030-02-21,S17,24,56,5,78,No,Medium,No
P3244,2030-02-22,S8,67,72,4,87,No,High,No
P3245,2030-02-23,S8,60,30,1,76,Yes,Low,No
P3246,2030-02-24,S9,28,79,4,87,No,Medium,No
P3247,2030-02-25,S2,382,6,3,78,Yes,High,No
P3248,2030-02-26,S15,18,18,2,96,Yes,High,No
P3249,2030-02-27,S18,170,112,9,82,Yes,High,Yes
P3250,2030-02-28,S3,449,34,14,79,No,High,No
P3251,2030-03-01,S17,73,53,11,72,Yes,Low,No
P3252,2030-03-02,S4,60,16,1,72,No,Medium,Yes
P3253,2030-03-03,S4,426,94,7,70,Yes,Low,No
P3254,2030-03-04,S14,152,48,14,74,Yes,Medium,Yes
P3255,2030-03-05,S9,275,37,13,76,Yes,High,No
P3256,2030-03-06,S9,47,17,4,87,No,Low,No
P3257,2030-03-07,S18,210,82,5,78,No,High,Yes
P3258,2030-03-08,S10,342,92,10,63,No,Medium,No
P3259,2030-03-09,S4,407,102,5,81,No,High,No
P3260,2030-03-10,S12,138,112,1,81,Yes,Low,No
P3261,2030-03-11,S8,109,30,6,96,No,Low,Yes
P3262,2030-03-12,S2,481,25,13,98,Yes,Medium,No
P3263,2030-03-13,S13,182,32,9,93,No,Medium,Yes
P3264,2030-03-14,S16,27,52,2,92,Yes,Low,No
P3265,2030-03-15,S2,196,104,7,99,Yes,Low,Yes
P3266,2030-03-16,S11,190,44,6,92,No,Low,No
P3267,2030-03-17,S10,314,70,5,71,No,Low,No
P3268,2030-03-18,S15,388,110,4,61,No,Medium,No
P3269,2030-03-19,S17,50,77,4,87,No,Low,No
P3270,2030-03-20,S8,148,91,6,69,No,Medium,No
P3271,2030-03-21,S18,267,83,4,81,Yes,Low,No
P3272,2030-03-22,S9,49,81,5,76,No,Low,No
P3273,2030-03-23,S8,387,27,13,85,No,High,Yes
P3274,2030-03-24,S14,245,85,6,62,No,High,Yes
P3275,2030-03-25,S18,112,52,5,66,Yes,Low,No
P3276,2030-03-26,S20,169,6,7,67,No,Medium,Yes
P3277,2030-03-27,S20,467,88,9,79,Yes,Low,No
P3278,2030-03-28,S12,165,24,10,71,No,High,Yes
P3279,2030-03-29,S19,408,63,7,94,No,Low,No
P3280,2030-03-30,S14,13,50,7,76,No,High,No
P3281,2030-03-31,S17,202,7,4,87,No,Low,No
P3282,2030-04-01,S3,287,59,1,69,No,Low,No
P3283,2030-04-02,S7,394,16,14,81,Yes,Medium,No
P3284,2030-04-03,S17,188,44,8,97,No,High,No
P3285,2030-04-04,S12,401,70,4,92,No,High,No
P3286,2030-04-05,S9,154,104,1,81,No,High,No
P3287,2030-04-06,S15,54,82,5,96,No,Medium,Yes
P3288,2030-04-07,S18,181,20,14,72,No,Low,No
P3289,2030-04-08,S13,209,87,14,86,Yes,Medium,Yes
P3290,2030-04-09,S8,375,38,8,74,No,Low,Yes
P3291,2030-04-10,S14,470,48,4,81,Yes,Medium,No
P3292,2030-04-11,S8,74,114,13,89,No,Medium,No
P3293,2030-04-12,S14,276,10,12,99,No,High,No
P3294,2030-04-13,S7,427,81,8,96,Yes,Medium,No
P3295,2030-04-14,S12,132,68,8,93,No,Low,No
P3296,2030-04-15,S11,342,104,3,93,No,Medium,No
P3297,2030-04-16,S11,424,26,9,94,No,Medium,No
P3298,2030-04-17,S13,58,22,3,78,Yes,Low,No
P3299,2030-04-18,S18,344,16,1,67,Yes,High,No
P3300,2030-04-19,S2,488,56,2,98,No,Low,No
P3301,2030-04-20,S15,181,98,6,92,Yes,Low,No
